클래식,"['멜로/애정/로맨스', '드라마']",9.36,8615,https://movie-phinf.pstatic.net//20111222_233/1324486884038nu8Xk_JPEG/movie_image.jpg?type=m210
죽은 시인의 사회,['드라마'],9.36,7227,https://movie-phinf.pstatic.net//20160811_237/1470893687476y2lJU_JPEG/movie_image.jpg?type=m210
아이 캔 스피크,['드라마'],9.36,14798,https://movie-phinf.pstatic.net//20170908_108/1504837489518BdEBl_JPEG/movie_image.jpg?type=m210
레옹,"['범죄', '액션', '드라마']",9.36,9427,https://movie-phinf.pstatic.net//20180614_21/1528939162378wtwMm_JPEG/movie_image.jpg?type=m210
헌터 킬러,"['액션', '스릴러']",9.36,3313,https://movie-phinf.pstatic.net//20181212_219/1544577062842KarfK_JPEG/movie_image.jpg?type=m210
반지의 제왕: 왕의 귀환,"['판타지', '모험', '액션', '전쟁']",9.36,6994,https://movie-phinf.pstatic.net//20170112_240/1484183668820LGsTJ_JPEG/movie_image.jpg?type=m210
동주,['드라마'],9.36,11047,https://movie-phinf.pstatic.net//20160205_299/1454651273096sYmsK_JPEG/movie_image.jpg?type=m210
굿바이 마이 프랜드,['드라마'],9.35,2604,https://movie-phinf.pstatic.net//20111222_51/1324565484058LDGWr_JPEG/movie_image.jpg?type=m210
캐스트 어웨이,"['드라마', '모험']",9.36,2607,https://movie-phinf.pstatic.net//20111222_155/1324482759519Uvkyl_JPEG/movie_image.jpg?type=m210
여인의 향기,"['드라마', '코미디']",9.35,2795,https://movie-phinf.pstatic.net//20111222_152/1324529496355rYAnm_JPEG/movie_image.jpg?type=m210
주토피아,"['애니메이션', '액션', '모험', '코미디', '가족']",9.35,18473,https://movie-phinf.pstatic.net//20160217_153/1455686083975zjajH_JPEG/movie_image.jpg?type=m210
히든 피겨스,['드라마'],9.35,3690,https://movie-phinf.pstatic.net//20170323_41/14902311518230x8pp_JPEG/movie_image.jpg?type=m210
세 얼간이,['코미디'],9.34,25825,https://movie-phinf.pstatic.net//20161005_215/1475647328961ETC6k_JPEG/movie_image.jpg?type=m210
클레멘타인,"['액션', '드라마']",9.34,21310,https://movie-phinf.pstatic.net//20111222_33/1324533894503h3QAH_JPEG/movie_image.jpg?type=m210
"지금, 만나러 갑니다","['멜로/애정/로맨스', '드라마', '판타지']",9.34,15438,https://movie-phinf.pstatic.net//20180403_286/1522736958040KRAkQ_JPEG/movie_image.jpg?type=m210
타이타닉,"['멜로/애정/로맨스', '드라마']",9.34,20628,https://movie-phinf.pstatic.net//20181129_107/1543452551390CN9TW_JPEG/movie_image.jpg?type=m210
쉰들러 리스트,"['드라마', '전쟁']",9.34,3596,https://movie-phinf.pstatic.net//20190122_81/1548118455965SCCSW_JPEG/movie_image.jpg?type=m210
언터처블: 1%의 우정,"['코미디', '드라마']",9.34,7641,https://movie-phinf.pstatic.net//20120206_287/1328516303779LrC9h_JPEG/movie_image.jpg?type=m210
서유기 2 - 선리기연,"['코미디', '액션', '모험', '판타지', '멜로/애정/로맨스']",9.34,3790,https://movie-phinf.pstatic.net//20111223_77/1324614581048LAc6L_JPEG/movie_image.jpg?type=m210
에이리언 2,"['SF', '공포', '스릴러', '액션']",9.33,1746,https://movie-phinf.pstatic.net//20111223_189/1324569548247L26km_JPEG/movie_image.jpg?type=m210
모노노케 히메,"['애니메이션', '모험', '액션']",9.34,4298,https://movie-phinf.pstatic.net//20111222_63/1324483671210VVU36_JPEG/movie_image.jpg?type=m210
패왕별희,['드라마'],9.33,2018,https://movie-phinf.pstatic.net//20170309_211/1489024538678ITB9w_JPEG/movie_image.jpg?type=m210
굿 윌 헌팅,['드라마'],9.33,4317,https://movie-phinf.pstatic.net//20160810_49/14708058043034cuPp_JPEG/movie_image.jpg?type=m210
그대를 사랑합니다,['드라마'],9.33,7687,https://movie-phinf.pstatic.net//20111223_56/13246314342663riGK_JPEG/movie_image.jpg?type=m210
아마데우스,['드라마'],9.33,2983,https://movie-phinf.pstatic.net//20150915_185/1442285641128msR7J_JPEG/movie_image.jpg?type=m210
집으로...,"['드라마', '가족']",9.33,2515,https://movie-phinf.pstatic.net//20190805_26/1564994340344jQru8_JPEG/movie_image.jpg?type=m210
반지의 제왕: 두 개의 탑,"['판타지', '모험', '액션']",9.32,2700,https://movie-phinf.pstatic.net//20170112_295/1484183596684X2ucM_JPEG/movie_image.jpg?type=m210
다시 태어나도 우리,['다큐멘터리'],9.33,1006,https://movie-phinf.pstatic.net//20170831_207/1504142664133FKxXK_JPEG/movie_image.jpg?type=m210
드래곤 길들이기,"['애니메이션', '모험', '코미디', '가족', '판타지']",9.33,8764,https://movie-phinf.pstatic.net//20190102_130/1546395842249fT9Ei_JPEG/movie_image.jpg?type=m210
다크 나이트,"['액션', '범죄', '드라마', '미스터리']",9.33,26402,https://movie-phinf.pstatic.net//20170608_209/1496886337035SDPLy_JPEG/movie_image.jpg?type=m210
울지마 톤즈,['다큐멘터리'],9.33,4611,https://movie-phinf.pstatic.net//20111223_289/1324622149942dtKyL_JPEG/movie_image.jpg?type=m210
알라딘,"['애니메이션', '뮤지컬', '코미디', '가족', '모험', '드라마', '멜로/애정/로맨스']",9.34,579,https://movie-phinf.pstatic.net//20170418_64/1492495808221lgtrR_JPEG/movie_image.jpg?type=m210
폴란드로 간 아이들,"['다큐멘터리', '드라마']",9.32,533,https://movie-phinf.pstatic.net//20181004_63/1538615669479nezAh_JPEG/movie_image.jpg?type=m210
트루먼 쇼,"['코미디', '드라마', 'SF']",9.33,6460,https://movie-phinf.pstatic.net//20181030_24/1540878641446PBOcp_JPEG/movie_image.jpg?type=m210
미세스 다웃파이어,"['코미디', '가족', '드라마']",9.34,807,https://movie-phinf.pstatic.net//20111222_82/1324538552665F1zbw_JPEG/movie_image.jpg?type=m210
더 록,['액션'],9.32,2535,https://movie-phinf.pstatic.net//20111221_286/1324471145026nKaBX_JPEG/movie_image.jpg?type=m210
라푼젤,"['애니메이션', '코미디', '가족', '판타지', '뮤지컬', '멜로/애정/로맨스']",9.33,6816,https://movie-phinf.pstatic.net//20170418_162/1492497182954jDK7m_JPEG/movie_image.jpg?type=m210
아이언 자이언트,"['애니메이션', 'SF', '액션', '가족']",8.15,26,https://movie-phinf.pstatic.net//20190826_143/1566796598455I2Amf_JPEG/movie_image.jpg?type=m210
프리퀀시,"['범죄', '드라마', 'SF', '스릴러']",9.32,6123,https://movie-phinf.pstatic.net//20111222_144/1324507551715hYCMY_JPEG/movie_image.jpg?type=m210
아이 엠 샘,['드라마'],9.32,3063,https://movie-phinf.pstatic.net//20111222_30/1324551355578IOWKU_JPEG/movie_image.jpg?type=m210
해리 포터와 죽음의 성물 - 2부,"['모험', '판타지', '미스터리']",9.31,11986,https://movie-phinf.pstatic.net//20111223_74/1324640419980SJD8k_JPEG/movie_image.jpg?type=m210
소원,['드라마'],9.32,8446,https://movie-phinf.pstatic.net//20130902_68/1378096688321WUTwq_JPEG/movie_image.jpg?type=m210
지상의 별처럼,['드라마'],9.32,900,https://movie-phinf.pstatic.net//20120719_80/13426857031456QQI0_JPEG/movie_image.jpg?type=m210
주먹왕 랄프,"['애니메이션', '코미디', '가족']",9.33,3091,https://movie-phinf.pstatic.net//20121123_34/1353646026595Ju6dI_JPEG/movie_image.jpg?type=m210
번 더 스테이지: 더 무비,[],9.31,2322,https://movie-phinf.pstatic.net//20181109_286/1541743345207CtoXg_JPEG/movie_image.jpg?type=m210
코러스,['드라마'],9.31,3402,https://movie-phinf.pstatic.net//20171208_286/1512694590425x9EjV_JPEG/movie_image.jpg?type=m210
모던 타임즈,['코미디'],9.31,1192,https://movie-phinf.pstatic.net//20150210_110/1423530446210OeFV1_JPEG/movie_image.jpg?type=m210
업,"['애니메이션', '가족', '모험', '코미디', '액션']",9.31,6155,https://movie-phinf.pstatic.net//20111223_221/1324590426566npnJd_JPEG/movie_image.jpg?type=m210
빌리 엘리어트,"['드라마', '가족', '코미디']",9.31,3457,https://movie-phinf.pstatic.net//20170105_296/1483590193115rpMx5_JPEG/movie_image.jpg?type=m210
언더독,['애니메이션'],9.31,1453,https://movie-phinf.pstatic.net//20181224_250/1545613244716iYHTg_JPEG/movie_image.jpg?type=m210
피아니스트,"['드라마', '전쟁']",9.31,6436,https://movie-phinf.pstatic.net//20150608_292/1433754164299kVDXs_JPEG/movie_image.jpg?type=m210
나 홀로 집에 2 - 뉴욕을 헤매다,"['모험', '액션', '범죄', '스릴러', '코미디', '가족']",9.31,1581,https://movie-phinf.pstatic.net//20111221_101/13244782467487AIcS_JPEG/movie_image.jpg?type=m210
러브 유어셀프 인 서울,['공연실황'],9.28,1410,https://movie-phinf.pstatic.net//20181214_60/15447506226141Uiod_JPEG/movie_image.jpg?type=m210
바이센테니얼 맨,"['SF', '드라마']",9.3,1943,https://movie-phinf.pstatic.net//20111221_282/1324470047868yqNUI_JPEG/movie_image.jpg?type=m210
블라인드 사이드,['드라마'],9.31,4910,https://movie-phinf.pstatic.net//20111223_159/13246089113705W9ps_JPEG/movie_image.jpg?type=m210
미스 슬로운,"['드라마', '스릴러']",9.31,1420,https://movie-phinf.pstatic.net//20170412_230/1491961688364Vftv5_JPEG/movie_image.jpg?type=m210
오세암,"['애니메이션', '드라마']",9.3,2110,https://movie-phinf.pstatic.net//20111222_125/1324507783843b9gEF_JPEG/movie_image.jpg?type=m210
아기공룡 둘리 - 얼음별 대모험,"['애니메이션', '가족', '코미디', '모험', '뮤지컬']",9.3,464,https://movie-phinf.pstatic.net//20111221_146/1324474085699H3JT7_JPEG/movie_image.jpg?type=m210
우리들의 일그러진 영웅,['드라마'],9.3,968,https://movie-phinf.pstatic.net//20111221_284/1324452236681SMIDe_JPEG/movie_image.jpg?type=m210
쥬라기 공원,"['SF', '액션', '모험']",9.28,1983,https://movie-phinf.pstatic.net//20130531_210/13699689765823Nlai_JPEG/movie_image.jpg?type=m210
라따뚜이,"['코미디', '가족', '모험', '애니메이션']",9.28,7348,https://movie-phinf.pstatic.net//20111222_98/1324525988764xxfgr_JPEG/movie_image.jpg?type=m210
천공의 성 라퓨타,"['애니메이션', '판타지', '모험']",9.3,2591,https://movie-phinf.pstatic.net//20111222_264/1324541030764uwdKQ_JPEG/movie_image.jpg?type=m210
로망,['멜로/애정/로맨스'],9.3,568,https://movie-phinf.pstatic.net//20190306_13/1551862037635qnE0r_JPEG/movie_image.jpg?type=m210
일급 살인,"['드라마', '범죄']",9.3,1974,https://movie-phinf.pstatic.net//20111222_237/1324564654860kKxJt_JPEG/movie_image.jpg?type=m210
내 이름은 칸,['드라마'],9.28,6021,https://movie-phinf.pstatic.net//20111223_154/1324634519508BXcx5_JPEG/movie_image.jpg?type=m210
자백,['다큐멘터리'],9.28,3147,https://movie-phinf.pstatic.net//20161004_45/1475545337972XDyUi_JPEG/movie_image.jpg?type=m210
시네마 천국,"['드라마', '멜로/애정/로맨스']",9.28,3719,https://movie-phinf.pstatic.net//20130911_232/1378878991812QfLTe_JPEG/movie_image.jpg?type=m210
토이 스토리,"['애니메이션', '코미디', '가족', '판타지']",9.28,1351,https://movie-phinf.pstatic.net//20111222_26/1324486740607KI01H_JPEG/movie_image.jpg?type=m210
퀸 락 몬트리올,['다큐멘터리'],9.28,329,https://movie-phinf.pstatic.net//20111224_221/1324655339062piKsV_JPEG/movie_image.jpg?type=m210
에이 아이,"['SF', '드라마', '판타지']",9.28,4289,https://movie-phinf.pstatic.net//20111223_264/13245805774065e9Mn_JPEG/movie_image.jpg?type=m210
록키,"['드라마', '액션']",9.28,1217,https://movie-phinf.pstatic.net//20171115_176/1510728216956HOOe1_JPEG/movie_image.jpg?type=m210
천국의 아이들,"['드라마', '코미디']",9.28,1148,https://movie-phinf.pstatic.net//20170117_167/1484617736745cCu57_JPEG/movie_image.jpg?type=m210
레드슈즈,"['애니메이션', '모험', '코미디', '판타지', '멜로/애정/로맨스']",9.28,3498,https://movie-phinf.pstatic.net//20190725_193/1564022721149J72b7_JPEG/movie_image.jpg?type=m210
영웅: 샐러멘더의 비밀,['액션'],9.28,15516,https://movie-phinf.pstatic.net//20130123_23/1358932669644LPxFO_JPEG/movie_image.jpg?type=m210
뽀로로 극장판 보물섬 대모험,['애니메이션'],9.28,2443,https://movie-phinf.pstatic.net//20190329_266/15538347866861YXl3_JPEG/movie_image.jpg?type=m210
다이 하드,"['액션', '스릴러', '범죄']",9.28,871,https://movie-phinf.pstatic.net//20111223_215/1324578397636Vn9Lq_JPEG/movie_image.jpg?type=m210
라이온 킹,"['애니메이션', '모험', '드라마', '가족']",9.28,2205,https://movie-phinf.pstatic.net//20190722_115/1563760451352h64Fo_JPEG/movie_image.jpg?type=m210
뷰티풀 투모로우,['드라마'],9.26,841,https://movie-phinf.pstatic.net//20171030_54/1509334385029hwGdz_JPEG/movie_image.jpg?type=m210
천녀유혼,"['판타지', '공포', '멜로/애정/로맨스', '액션']",9.28,1857,https://movie-phinf.pstatic.net//20190325_20/155347869332414163_JPEG/movie_image.jpg?type=m210
세상에서 가장 아름다운 이별,"['드라마', '가족']",9.28,3912,https://movie-phinf.pstatic.net//20111223_2/13246354120826wuuA_JPEG/movie_image.jpg?type=m210
바람계곡의 나우시카,"['애니메이션', 'SF']",9.28,1545,https://movie-phinf.pstatic.net//20111222_106/1324528452873OMdC0_JPEG/movie_image.jpg?type=m210
반지의 제왕: 반지 원정대,"['판타지', '모험', '액션']",9.28,3700,https://movie-phinf.pstatic.net//20170112_293/1484183486221oM8s1_JPEG/movie_image.jpg?type=m210
타잔,"['애니메이션', '가족', '모험']",9.28,460,https://movie-phinf.pstatic.net//20111222_38/1324542328491At0b3_JPEG/movie_image.jpg?type=m210
빌리 엘리어트 뮤지컬 라이브,['공연실황'],9.26,376,https://movie-phinf.pstatic.net//20141028_45/1414463799545BKScI_JPEG/movie_image.jpg?type=m210
몬스터 주식회사 3D,"['애니메이션', '가족', '모험', '판타지', '코미디']",9.28,1738,https://movie-phinf.pstatic.net//20130122_180/1358819064231daPKK_JPEG/movie_image.jpg?type=m210
엽기적인 그녀,"['코미디', '드라마', '멜로/애정/로맨스']",9.28,4033,https://movie-phinf.pstatic.net//20111223_278/1324577048430YYLpv_JPEG/movie_image.jpg?type=m210
폴리스 스토리,"['액션', '코미디']",9.26,455,https://movie-phinf.pstatic.net//20150312_242/1426141162841F2pco_JPEG/movie_image.jpg?type=m210
프리 윌리,"['가족', '모험', '드라마']",9.26,347,https://movie-phinf.pstatic.net//20111221_252/1324474358863cX2Ok_JPEG/movie_image.jpg?type=m210
허스토리,['드라마'],9.26,2387,https://movie-phinf.pstatic.net//20180618_223/1529289387860nUBT1_JPEG/movie_image.jpg?type=m210
맨발의 꿈,['드라마'],9.26,3504,https://movie-phinf.pstatic.net//20111223_86/1324613577990hG440_JPEG/movie_image.jpg?type=m210
동방불패,"['액션', '드라마']",9.28,1234,https://movie-phinf.pstatic.net//20131210_287/1386661099766jo0ls_JPEG/movie_image.jpg?type=m210
말할 수 없는 비밀,"['멜로/애정/로맨스', '판타지', '드라마']",9.26,38030,https://movie-phinf.pstatic.net//20150401_175/14278553671933quzs_JPEG/movie_image.jpg?type=m210
바람,"['드라마', '액션', '가족']",9.26,9187,https://movie-phinf.pstatic.net//20111223_242/1324597990008Nj67F_JPEG/movie_image.jpg?type=m210
메리 포핀스,"['가족', '코미디', '뮤지컬', '판타지']",9.24,317,https://movie-phinf.pstatic.net//20111222_46/1324482040732kfaGN_JPEG/movie_image.jpg?type=m210
교회오빠,['다큐멘터리'],9.26,1525,https://movie-phinf.pstatic.net//20190327_111/15536621391952t7K8_JPEG/movie_image.jpg?type=m210
더 코브: 슬픈 돌고래의 진실,['다큐멘터리'],9.26,1596,https://movie-phinf.pstatic.net//20111223_149/1324594571372cfQMs_JPEG/movie_image.jpg?type=m210
공동경비구역 JSA,"['드라마', '전쟁', '코미디', '미스터리']",9.26,2492,https://movie-phinf.pstatic.net//20111223_32/1324577751718PR2XX_JPEG/movie_image.jpg?type=m210
브레이브하트,"['액션', '드라마', '전쟁']",9.26,2276,https://movie-phinf.pstatic.net//20111223_36/1324634876338S6xxQ_JPEG/movie_image.jpg?type=m210
도가니,['드라마'],9.26,10216,https://movie-phinf.pstatic.net//20111223_256/1324646334244okQ2O_JPEG/movie_image.jpg?type=m210
마이클 잭슨의 디스 이즈 잇,['다큐멘터리'],9.26,2100,https://movie-phinf.pstatic.net//20111223_149/1324592649161HV1ry_JPEG/movie_image.jpg?type=m210
에이트 빌로우,"['모험', '드라마', '가족']",9.25,4133,https://movie-phinf.pstatic.net//20111221_294/1324453111090xBIEs_JPEG/movie_image.jpg?type=m210
온리 더 브레이브,['드라마'],9.26,1017,https://movie-phinf.pstatic.net//20180219_45/1519027643063p4Gju_JPEG/movie_image.jpg?type=m210
코코,"['애니메이션', '모험', '코미디']",9.26,15366,https://movie-phinf.pstatic.net//20171222_56/1513906341368blx3Q_JPEG/movie_image.jpg?type=m210
오페라의 유령 : 25주년 특별 공연,['공연실황'],9.26,474,https://movie-phinf.pstatic.net//20111224_80/1324654980579w1EP6_JPEG/movie_image.jpg?type=m210
인생,['드라마'],9.28,408,https://movie-phinf.pstatic.net//20111221_92/13244550096878VBm9_JPEG/movie_image.jpg?type=m210
이웃집 토토로,"['애니메이션', '가족', '판타지']",9.26,2934,https://movie-phinf.pstatic.net//20190507_131/1557194421303SpmS0_JPEG/movie_image.jpg?type=m210
로미오와 줄리엣,"['드라마', '멜로/애정/로맨스']",9.28,501,https://movie-phinf.pstatic.net//20111223_211/1324586655256bklaD_JPEG/movie_image.jpg?type=m210
또 하나의 약속,['드라마'],9.26,5903,https://movie-phinf.pstatic.net//20140106_7/1388972549520fQhce_JPEG/movie_image.jpg?type=m210
터미네이터,"['SF', '액션', '스릴러']",9.26,1434,https://movie-phinf.pstatic.net//20111222_137/1324507399293UsKfI_JPEG/movie_image.jpg?type=m210
트루맛쇼,['다큐멘터리'],9.25,2126,https://movie-phinf.pstatic.net//20111223_40/1324638783572CfeUU_JPEG/movie_image.jpg?type=m210
쥬만지,"['모험', '판타지', '가족', '액션', '코미디']",9.26,1476,https://movie-phinf.pstatic.net//20111223_209/1324569135466HoEsQ_JPEG/movie_image.jpg?type=m210
"나, 다니엘 블레이크",['드라마'],9.26,2003,https://movie-phinf.pstatic.net//20161117_246/1479344102925C9Ens_JPEG/movie_image.jpg?type=m210
토이 스토리 2,"['애니메이션', '모험']",9.26,923,https://movie-phinf.pstatic.net//20111222_164/1324480061997pYUFr_JPEG/movie_image.jpg?type=m210
본 얼티메이텀,"['액션', '미스터리', '스릴러']",9.25,8676,https://movie-phinf.pstatic.net//20160628_2/1467080136011unJpU_JPEG/movie_image.jpg?type=m210
신데렐라 맨,"['드라마', '멜로/애정/로맨스']",9.25,3471,https://movie-phinf.pstatic.net//20111223_83/1324618952362vuCxq_JPEG/movie_image.jpg?type=m210
명탐정 코난: 베이커가의 망령,['애니메이션'],9.25,1548,https://movie-phinf.pstatic.net//20111222_64/1324527093603Kc0Uk_JPEG/movie_image.jpg?type=m210
하이 스쿨 뮤지컬: 졸업반,"['뮤지컬', '코미디', '드라마', '가족', '멜로/애정/로맨스']",9.25,2183,https://movie-phinf.pstatic.net//20111223_250/1324572904017YpxxU_JPEG/movie_image.jpg?type=m210
우리들,['드라마'],9.26,1782,https://movie-phinf.pstatic.net//20160519_125/1463633078640zLLTy_JPEG/movie_image.jpg?type=m210
늑대와 춤을,"['서부', '드라마', '모험']",9.26,737,https://movie-phinf.pstatic.net//20111222_284/1324531837148xPI9q_JPEG/movie_image.jpg?type=m210
취권 2,"['액션', '코미디']",9.23,461,https://movie-phinf.pstatic.net//20111222_287/1324538393763PHLew_JPEG/movie_image.jpg?type=m210
드래곤 길들이기 3,"['애니메이션', '모험']",9.25,3957,https://movie-phinf.pstatic.net//20190131_168/1548898773611USlT7_JPEG/movie_image.jpg?type=m210
패밀리 맨,"['코미디', '드라마', '멜로/애정/로맨스', '판타지']",9.24,1937,https://movie-phinf.pstatic.net//20111222_128/1324551257240i2tXP_JPEG/movie_image.jpg?type=m210
트와이스랜드,['다큐멘터리'],9.24,352,https://movie-phinf.pstatic.net//20181126_28/1543198228641MuW4K_JPEG/movie_image.jpg?type=m210
사랑은 비를 타고,"['뮤지컬', '멜로/애정/로맨스', '코미디']",9.25,392,https://movie-phinf.pstatic.net//20111223_95/1324577323974nbaUv_JPEG/movie_image.jpg?type=m210
가위손,"['판타지', '멜로/애정/로맨스']",9.24,3764,https://movie-phinf.pstatic.net//20140516_73/1400226339590GKGTd_JPEG/movie_image.jpg?type=m210
마이너리티 리포트,"['SF', '드라마', '미스터리', '범죄', '액션']",9.24,2514,https://movie-phinf.pstatic.net//20111222_144/1324533525558LSVPi_JPEG/movie_image.jpg?type=m210
보디가드,['액션'],9.25,378,https://movie-phinf.pstatic.net//20111222_28/13245398841535psgo_JPEG/movie_image.jpg?type=m210
친정엄마,['드라마'],9.24,2550,https://movie-phinf.pstatic.net//20111223_55/1324607938361EdETl_JPEG/movie_image.jpg?type=m210
위대한 독재자,['코미디'],9.26,383,https://movie-phinf.pstatic.net//20150330_89/1427701328897Bu28M_JPEG/movie_image.jpg?type=m210
인크레더블,"['애니메이션', '가족', '모험', '액션', '코미디']",9.24,3579,https://movie-phinf.pstatic.net//20111221_118/1324470152897UVkHB_JPEG/movie_image.jpg?type=m210
미녀와 야수,"['애니메이션', '가족', '드라마', '판타지', '멜로/애정/로맨스', '뮤지컬']",9.24,643,https://movie-phinf.pstatic.net//20170418_8/1492495678811alblS_JPEG/movie_image.jpg?type=m210
해바라기,"['액션', '드라마']",9.22,15772,https://movie-phinf.pstatic.net//20111222_49/1324559296530Ns2Xc_JPEG/movie_image.jpg?type=m210
프린스 앤 프린세스,"['애니메이션', '코미디', '가족']",9.24,322,https://movie-phinf.pstatic.net//20111221_172/1324479317370KDLWx_JPEG/movie_image.jpg?type=m210
가타카,"['SF', '드라마', '스릴러']",9.24,3746,https://movie-phinf.pstatic.net//20111222_69/1324541836762R8tql_JPEG/movie_image.jpg?type=m210
집으로 가는 길,"['드라마', '멜로/애정/로맨스']",9.24,374,https://movie-phinf.pstatic.net//20111221_73/1324465452839k4iaY_JPEG/movie_image.jpg?type=m210
로보캅,"['SF', '액션', '범죄']",9.24,598,https://movie-phinf.pstatic.net//20111222_219/13244984250214YhOo_JPEG/movie_image.jpg?type=m210
"광해, 왕이 된 남자",['드라마'],9.24,28026,https://movie-phinf.pstatic.net//20121018_114/13505269047497LGt6_JPEG/movie_image.jpg?type=m210
쿨 러닝,"['드라마', '코미디']",9.23,1429,https://movie-phinf.pstatic.net//20111222_39/1324540209868FJEQw_JPEG/movie_image.jpg?type=m210
엽문,"['액션', '드라마']",9.23,5293,https://movie-phinf.pstatic.net//20180426_254/1524722492325paL1r_JPEG/movie_image.jpg?type=m210
극장판 헬로카봇 : 백악기 시대,['애니메이션'],9.23,2194,https://movie-phinf.pstatic.net//20180712_119/1531377839011rdxSS_JPEG/movie_image.jpg?type=m210
석양에 돌아오다,"['서부', '액션', '드라마', '모험']",9.23,383,https://movie-phinf.pstatic.net//20130110_146/1357786939221cJBAy_JPEG/movie_image.jpg?type=m210
피아니스트의 전설,"['드라마', '판타지', '뮤지컬']",9.23,2680,https://movie-phinf.pstatic.net//20111222_253/1324487550535FPC7h_JPEG/movie_image.jpg?type=m210
